"","ID","epaDaily.Max.8.hour.CO.Concentration_2018_1","epaDaily.Max.8.hour.CO.Concentration_2018_2","epaDaily.Max.8.hour.CO.Concentration_2018_3","epaDaily.Max.8.hour.CO.Concentration_2018_4","epaDaily.Max.8.hour.CO.Concentration_2018_5","epaDaily.Max.8.hour.CO.Concentration_2018_6","epaDaily.Max.8.hour.CO.Concentration_2018_7","epaDaily.Max.8.hour.CO.Concentration_2018_8","epaDaily.Max.8.hour.CO.Concentration_2018_9","epaDaily.Max.8.hour.CO.Concentration_2018_10","epaDaily.Max.8.hour.CO.Concentration_2018_0","epaDaily.Max.1.hour.NO2.Concentration_2018_1","epaDaily.Max.1.hour.NO2.Concentration_2018_2","epaDaily.Max.1.hour.NO2.Concentration_2018_3","epaDaily.Max.1.hour.NO2.Concentration_2018_4","epaDaily.Max.1.hour.NO2.Concentration_2018_5","epaDaily.Max.1.hour.NO2.Concentration_2018_8","epaDaily.Max.1.hour.NO2.Concentration_2018_9","epaDaily.Max.1.hour.NO2.Concentration_2018_6","epaDaily.Max.1.hour.NO2.Concentration_2018_7","epaDaily.Max.1.hour.NO2.Concentration_2018_0","epaDaily.Max.8.hour.Ozone.Concentration_2018_2","epaDaily.Max.8.hour.Ozone.Concentration_2018_3","epaDaily.Max.8.hour.Ozone.Concentration_2018_4","epaDaily.Max.8.hour.Ozone.Concentration_2018_5","epaDaily.Max.8.hour.Ozone.Concentration_2018_6","epaDaily.Max.8.hour.Ozone.Concentration_2018_7","epaDaily.Max.8.hour.Ozone.Concentration_2018_8","epaDaily.Max.8.hour.Ozone.Concentration_2018_9","epaDaily.Max.8.hour.Ozone.Concentration_2018_10","epaDaily.Max.8.hour.Ozone.Concentration_2018_11","epaDaily.Max.8.hour.Ozone.Concentration_2018_1","epaDaily.Max.8.hour.Ozone.Concentration_2018_0","epaDaily.Mean.Pb.Concentration_2018_1","epaDaily.Mean.Pb.Concentration_2018_2","epaDaily.Mean.Pb.Concentration_2018_3","epaDaily.Mean.Pb.Concentration_2018_4","epaDaily.Mean.Pb.Concentration_2018_5","epaDaily.Mean.Pb.Concentration_2018_6","epaDaily.Mean.Pb.Concentration_2018_7","epaDaily.Mean.Pb.Concentration_2018_8","epaDaily.Mean.Pb.Concentration_2018_9","epaDaily.Mean.Pb.Concentration_2018_0","epaDaily.Mean.PM10.Concentration_2018_1","epaDaily.Mean.PM10.Concentration_2018_2","epaDaily.Mean.PM10.Concentration_2018_3","epaDaily.Mean.PM10.Concentration_2018_4","epaDaily.Mean.PM10.Concentration_2018_5","epaDaily.Mean.PM10.Concentration_2018_6","epaDaily.Mean.PM10.Concentration_2018_7","epaDaily.Mean.PM10.Concentration_2018_8","epaDaily.Mean.PM10.Concentration_2018_9","epaDaily.Mean.PM10.Concentration_2018_0","epaDaily.Mean.PM2.5.Concentration_2018_1","epaDaily.Mean.PM2.5.Concentration_2018_2","epaDaily.Mean.PM2.5.Concentration_2018_3","epaDaily.Mean.PM2.5.Concentration_2018_4","epaDaily.Mean.PM2.5.Concentration_2018_5","epaDaily.Mean.PM2.5.Concentration_2018_6","epaDaily.Mean.PM2.5.Concentration_2018_7","epaDaily.Mean.PM2.5.Concentration_2018_8","epaDaily.Mean.PM2.5.Concentration_2018_9","epaDaily.Mean.PM2.5.Concentration_2018_10","epaDaily.Mean.PM2.5.Concentration_2018_11","epaDaily.Mean.PM2.5.Concentration_2018_0","epaDaily.Max.1.hour.SO2.Concentration_2018_1","epaDaily.Max.1.hour.SO2.Concentration_2018_2","epaDaily.Max.1.hour.SO2.Concentration_2018_3","epaDaily.Max.1.hour.SO2.Concentration_2018_4","epaDaily.Max.1.hour.SO2.Concentration_2018_5","epaDaily.Max.1.hour.SO2.Concentration_2018_6","epaDaily.Max.1.hour.SO2.Concentration_2018_7","epaDaily.Max.1.hour.SO2.Concentration_2018_8","epaDaily.Max.1.hour.SO2.Concentration_2018_9","epaDaily.Max.1.hour.SO2.Concentration_2018_0","COMMUNITYNAME"
"1",1,0.482960712650548,0.476141360790833,0.393880829862926,0.393274988817132,0.268738229637561,0.231770358007887,0.222277689239253,0.2760027880254,0.234392512751662,0.200775008486665,0.317849862834682,31.3350548951522,33.9790632828422,39.7549882971722,36.9049876669179,36.2627027760381,26.6168241915496,21.3965633226478,28.9723391325577,22.7586944414222,31.3766935597295,0.0298536935740191,0.0390402847981971,0.0434965886499571,0.0507628219607084,0.0461462917535201,0.0497099281005237,0.0450859910444073,0.0367292873561382,0.0245373148633086,0.0217095662880203,0.0249067154591498,0.0384237763026486,0.00758197286125758,0.00324222895964656,0.0049409782918899,0.00550669543040187,0.0107927819228043,0.0050257492567534,0.0124494929433517,0.00982791347348172,0.0171451286777206,0.00850143801906834,22.1326034380042,18.8798301530921,16.4899966198465,19.9180378291918,27.0059395665708,16.0566635961118,20.3193600696066,25.5162351857061,22.5046031786048,20.9803631823996,9.8578463015349,9.45409248186194,6.64885869233505,7.39552000294561,9.56144245811131,10.1539603108945,10.2118412515391,13.2879244348277,8.71909257640009,7.89617163202037,7.55501222610474,9.32256391774053,2.18472285892652,2.12494961075161,3.57757708300715,3.19926071166992,3.67260986825694,2.47311293560526,2.77394073942433,2.31145514612613,2.98523451970971,2.82525804768438,"DOUGLAS"
"2",2,0.481767132878304,0.475058297316233,0.393187041083972,0.39251297712326,0.268544013301531,0.231588107844194,0.222237115104993,0.275836179653804,0.2345087180535,0.20086004336675,0.317418197790782,31.3318980534871,34.2461420694987,40.2060298919678,36.9217891693115,35.8592313130697,25.9598506291707,20.7904148101807,29.0197757085164,22.8606115976969,31.3603680928548,0.0298361961419384,0.0394004695117474,0.04380722468098,0.0513698185483615,0.0463969334959984,0.0498980699727933,0.0452082107464472,0.0371270185957352,0.024972977116704,0.0220223773891727,0.0248281642173727,0.0389093986401955,0.007335760553057,0.0033031126173834,0.00485394103452563,0.00551571177008251,0.0106714574309687,0.00491648260504007,0.0118065451582273,0.00984188386549552,0.0168697995444139,0.00834607720995943,22.3517468770345,19.0681587855021,16.6630493799845,20.1556921005249,27.2625106175741,16.4191363652547,19.8884623845418,25.3488486607869,22.4773054122925,21.0705451965332,9.92602920532227,9.49411424001058,6.7160595258077,7.41031042734782,9.55376434326172,9.96523332595825,10.1460021336873,13.2697024345398,8.75486214955648,8.03089809417725,7.66568573315938,9.32705815633138,2.2010262409846,2.1390243768692,3.60684442520142,3.21924730141958,3.69448331991831,2.48505822817485,2.79917724927266,2.32999674479167,3.0142814318339,2.84582233428955,"OAKLAND"
"3",3,0.481433833638827,0.474752361575762,0.392989744742711,0.392296706636747,0.268480584025383,0.231531771520774,0.222220008571943,0.275783439477285,0.234534777700901,0.200879106918971,0.317292680342992,31.2965990702311,34.3517977396647,40.6347796122233,36.9918645222982,35.5741812388102,25.4301970799764,20.2073945999146,28.9302218755086,22.6759316126506,31.323410987854,0.0295425029471517,0.0388975609093904,0.043175607919693,0.0508693183461825,0.046352389579018,0.050026606147488,0.0452219179521004,0.0368209667503834,0.0246134645616015,0.0216127019375563,0.0247626869628827,0.0383742010841767,0.00738392855661611,0.00329104632449647,0.00487088249064982,0.00551382397922377,0.010695060249418,0.00493778629849354,0.0119324699044228,0.00983910557503502,0.0169237339869142,0.00837642637391885,22.2872021993001,19.0034004847209,16.7777875264486,20.228969891866,27.1956249872843,16.1825097401937,20.3022193908691,25.7395728429159,22.6776523590088,21.1549933751424,9.8808159828186,9.40443579355876,6.77665678660075,7.43514060974121,9.59098688761393,9.9107886950175,10.1360662778219,13.4515215555827,8.9017907778422,8.16938352584839,7.73489816983541,9.34923076629639,2.24556159973145,2.18660068511963,3.70762173334757,3.28014858563741,3.76102828979492,2.5294771194458,2.88965396086375,2.38548560937246,3.11243653297424,2.9086134036382,"FULLER PARK"
"4",4,0.481339495629072,0.474668014794588,0.392936183760564,0.392237729082505,0.268468521535397,0.23151931228737,0.222218868633111,0.275772490849098,0.234546354040504,0.200887576987346,0.317260346064965,31.3102697531382,34.3469824790955,40.5265854199727,36.9662364323934,35.6316553751628,25.5499429702759,20.3555807272593,28.9756073951721,22.7701821327209,31.3359201749166,0.0296609100575248,0.0392034466688832,0.0435371318211158,0.051212767449518,0.0464170215030511,0.0499963058779637,0.045234203338623,0.0370371847723921,0.0248555868553619,0.021860159545516,0.024778808777531,0.0387175569000343,0.00731431093299761,0.00330815489481514,0.00484621317203467,0.00551628810353577,0.0106606642560412,0.00490684077764551,0.0117507707715655,0.00984302465803921,0.016845931376641,0.00833246659021825,22.3637957572937,19.0734230677287,16.7634291648865,20.2473539511363,27.2813278834025,16.3678013483683,20.0218687852224,25.5267235438029,22.5810248057048,21.1363051732381,9.91192305088043,9.45124161243439,6.7560776869456,7.42371543248494,9.57241376241048,9.90587838490804,10.1289895772934,13.3603180646896,8.83959702650706,8.13127557436625,7.71717355648677,9.33812181154887,2.22971352934837,2.1693333586057,3.67136001586914,3.25857426722844,3.73759889602661,2.51281151175499,2.85699926813444,2.3661668697993,3.07747195164363,2.88628165920575,"GRAND BOULEVARD"
"5",5,0.48056926781481,0.473970088091764,0.392489479346709,0.39174698157744,0.268345775929364,0.231403237039393,0.22219431264834,0.27566672726111,0.234623820944266,0.200944259762764,0.316983187740499,31.3238150856712,34.4516126459295,40.5940589904785,36.9444618225098,35.5270392678001,25.4087217504328,20.2666360681707,29.0465906316584,22.920786077326,31.3423083912243,0.0297864816066894,0.0397539253939282,0.0441229682077061,0.0519228899343447,0.0466069044037299,0.0500466237691316,0.0452906872061166,0.0374843244525519,0.0253444974395362,0.0222994942556728,0.0247689690440893,0.0393826020034877,0.0069987166418948,0.00338543267835948,0.00473422561348839,0.00552723599089818,0.0105044996704568,0.00476642579517581,0.0109273356978189,0.00986070973290639,0.0164933604272929,0.00813310474834659,22.5521313060414,19.2393108714711,16.8404102325439,20.3896730596369,27.4979001825506,16.7353645671498,19.5267143249512,25.2345782193271,22.4735275615345,21.1655122583563,9.98188547654585,9.52465326135809,6.75186625393954,7.4112490307201,9.54272244193337,9.81151927601207,10.0895476774736,13.2319114858454,8.7720740925182,8.14197479594838,7.73975190249356,9.32211459766735,2.21692512252114,2.15363591367548,3.63777533444491,3.23968575217507,3.71697319637645,2.49743017283353,2.82615225965326,2.34911914305253,3.04501875964078,2.86677308516069,"KENWOOD"
"6",6,0.490535304464143,0.483000614519777,0.398269417984732,0.398096793684466,0.26993391739911,0.232905131475679,0.2225120355343,0.277035181892329,0.233647845942399,0.200230130861545,0.320569365188993,31.7618983696247,34.5923129114611,37.7012193614039,36.282928072173,37.1160279635725,28.7173661856816,24.4656355627652,29.8979308029701,24.5667449688089,31.8097795946845,0.0321096307758627,0.0400772373481043,0.0448518753822508,0.0516738847925745,0.0450243907498902,0.0480440225580643,0.0455964617431164,0.0369310650075304,0.0255900137768737,0.0234694950411032,0.0243549268564274,0.0392126595151835,0.0073097498027672,0.00332533633175852,0.00485351023360573,0.00552927729962715,0.0106721232035037,0.00491233783420818,0.0117242623377463,0.00984795600304316,0.0168335746074545,0.00833423641221277,20.2133028096166,17.3572050291916,12.7292794852421,15.9031977160224,24.6288943455137,14.6285587508103,20.1602214287067,22.3223698056977,20.0817782961089,18.6694230704472,10.0444947275622,10.0939966070241,6.61582308802111,7.40988374578542,8.85421650985192,10.2185494324257,10.1846640027803,12.8460170153914,8.18339492534769,7.20591989056817,7.85612935033338,9.32933777776258,1.63072399435372,1.63292876194263,2.47957431036851,2.44788214256024,2.82107924592906,2.13258001722139,1.81556138087963,1.55479784669547,1.84333167816031,2.06595675698642,"LINCOLN SQUARE"
"7",7,0.479787710309029,0.473256421089172,0.392030635476112,0.391243544220924,0.268206822872162,0.231276923418045,0.222160341590643,0.27554966211319,0.234692445397377,0.200994472950697,0.316694159805775,31.2897473335266,34.7038850784302,41.2503059387207,37.0207136154175,35.0344539642334,24.5447699546814,19.3821998596191,28.9963561058044,22.817399597168,31.3004176139832,0.0294940416701138,0.0393571995198727,0.043590198084712,0.0516090754419565,0.0466339619830251,0.0502200605347753,0.0453645659610629,0.0373021643608809,0.0251365957781672,0.0220085773617029,0.0246492709033191,0.0389793628826737,0.0068844384746626,0.00341297349659726,0.00469342907890677,0.00553084732964635,0.0104475744534284,0.00471537371631712,0.0106295674107969,0.00986698493361473,0.0163658924400806,0.00806078668683767,22.5703193664551,19.2488261222839,16.9640113830566,20.5039171218872,27.5248076438904,16.6797203063965,19.6796235084534,25.4454519271851,22.597526550293,21.246022605896,9.94147510528564,9.45073037147522,6.82412719726562,7.41944267749786,9.54833078384399,9.69393029212952,10.029438495636,13.4009119510651,8.9360758304596,8.3380256652832,7.86019749641418,9.3371603012085,2.25962188243866,2.19923964738846,3.73351162672043,3.29729175567627,3.77959208488464,2.54099889993668,2.91212589740753,2.40091179609299,3.13760849237442,2.92636781930923,"WASHINGTON PARK"
"8",8,0.479541818300883,0.473035709063212,0.391890168190002,0.391088974475861,0.268173162142436,0.231243137518565,0.222155970335007,0.275519633293152,0.234721334775289,0.201015611489614,0.316608661413193,31.3146938323975,34.608238474528,40.9117164611816,36.9674209594727,35.2631098429362,24.9653441111247,19.8376265207926,29.0612061818441,22.9550946553548,31.325980758667,0.0297273856898149,0.0400441125035286,0.0443894768754641,0.0523545645177364,0.0467559506495794,0.0501438481112321,0.0453404828906059,0.0377585500478744,0.0256255836536487,0.0225174725055695,0.0247212377687295,0.0397666556139787,0.00665884225939711,0.00346768607075016,0.00461308412874738,0.00553825156142314,0.0103354925910632,0.00461475352446238,0.0100414314617713,0.00987947316219409,0.0161141023039818,0.00791812427341938,22.7088794708252,19.3729863484701,16.9830200195312,20.5761402130127,27.6820898691813,16.9795433044434,19.2498962402344,25.1527693430583,22.4744042714437,21.2421918233236,10.0255188624064,9.54830004374186,6.7672067006429,7.40427811940511,9.5288402557373,9.69321072896322,10.0431609471639,13.1876529693604,8.77739130655925,8.23061078389486,7.78956044514974,9.31299997965495,2.23030983606974,2.16657406489054,3.6653682867686,3.25742282867432,3.73651563326518,2.50855569839478,2.85043609937032,2.36570645968119,3.07236111958822,2.88494157791138,"HYDE PARK"
"9",9,0.478393904588841,0.471990339182041,0.391219100466481,0.390352380496484,0.267976502577464,0.231062013793875,0.222110747739121,0.275352721964871,0.234828274007197,0.201093860798412,0.316188172057823,31.2999179981373,34.7914950052897,41.3142160486292,37.0028966267904,34.9403703477648,24.4151847274215,19.2948685398808,29.0662300675004,22.9695260083234,31.3037365807427,0.0296206801301903,0.0401857943722495,0.0444943565461371,0.0526053454313013,0.0468622917930285,0.0502367118994395,0.0453873163572064,0.0379208319441036,0.0257852550044104,0.0226225388684758,0.0246560453540749,0.0399720594286919,0.00626837153470627,0.00356145961968987,0.0044735063350311,0.00555032821096204,0.0101407069919838,0.00444016265855343,0.00902430402735869,0.00990081895832662,0.0156787126842472,0.0076709301383407,22.8489297231038,19.4917986128065,17.1217281200268,20.7525827619765,27.8471264309353,17.1887322885019,19.0216390115243,25.1025939517551,22.4877226794208,21.3180948893229,10.059323169567,9.5614672060366,6.78023417790731,7.39101418742427,9.50989977518717,9.56754059261746,9.98741086324056,13.1561485573098,8.7983815934923,8.34211059852883,7.84661715118973,9.30148965341074,2.24831642044915,2.18503801027934,3.70450426031042,3.28165573543972,3.76305098886843,2.52534837192959,2.88525476279082,2.38793418142531,3.11062950558133,2.90987351205614,"WOODLAWN"
"10",10,0.491320865021812,0.483710105220477,0.398722635375129,0.39859498043855,0.270052951243189,0.23301987349987,0.222533215251234,0.277138887180222,0.233568999502394,0.200172439217567,0.320848713318507,31.8326055738661,34.9177737765842,37.7136156294081,36.1789535946316,36.9157208336724,28.5224943161011,24.4851445092095,30.0906859503852,24.9570551978217,31.8643484115601,0.0346071457283364,0.0419435503168239,0.0462942425575521,0.0537777391986714,0.0470582410279247,0.0503056301838822,0.0475553212066491,0.0388682623290353,0.0270208356281122,0.0248908894136548,0.0244661666866806,0.0410785759902663,0.00718233990482986,0.00336622508863608,0.004813677424358,0.00554143715028961,0.010617351004233,0.00486019044183195,0.011383017938998,0.00985791637665696,0.0166868561257919,0.00825655688014295,19.6321134567261,16.913215637207,11.2889149453905,14.4281595547994,23.8909792370266,14.4300129148695,19.5812284681532,20.7274643580119,18.9875350528293,17.764402601454,10.1141685379876,10.1315972010295,6.80099823739794,7.51229847802056,9.09552748998006,10.0100660324097,10.1840684149,13.0591289732191,8.24296479754978,7.07557577557034,8.14927784601847,9.39324771033393,1.48237813843621,1.50894251796934,2.18862859408061,2.23978748586443,2.57901502980126,2.06816852092743,1.56380967299143,1.33305826452043,1.53047801388635,1.8578903608852,"ROGERS PARK"
